연번,기업명,전화번호,주소,산업분류
3597,와이테크,031-498-6551,경기도 화성시 병점구 반정동 140-4,반도체 제조용 기계 제조업
3598,미광금속,,경기도 화성시 만세구 남양읍 장덕리 491-13,그 외 기타 분류 안된 금속 가공제품 제조업
3599,(주)넥서스원,031-354-5838,경기도 화성시 효행구 정남면 보통리 170-2,반도체 제조용 기계 제조업
3600,(주)신형티앤아이,,경기도 화성시 만세구 마도면 청원리 157,육상 금속 골조 구조재 제조업
3601,주식회사 강현기어,031-353-4198,경기도 화성시 만세구 팔탄면 구장리 3,기어 및 동력전달장치 제조업
3602,(주)세신테크,031-357-4461,경기도 화성시 만세구 장안면 수촌리 425-48,"적층, 합성 및 특수 표면처리 종이 제조업"
3603,티엔에스엔터프라이즈,031-497-6458,경기도 화성시 만세구 팔탄면 서근리 62-3,"플라스틱 선, 봉, 관 및 호스 제조업"
3604,동우테크,031-823-1294,경기도 화성시 만세구 팔탄면 가재리 56-4,포장용 플라스틱 성형용기 제조업
3605,대진기계공업(주),031-366-1880,경기도 화성시 만세구 향남읍 구문천리 936-3,인쇄 및 제책용 기계 제조업
3606,광성금속,,경기도 화성시 만세구 장안면 석포공단길 10-4,"알루미늄 압연, 압출 및 연신제품 제조업"
3607,송도산업 주식회사,031-742-3909,경기도 화성시 동탄구 영천동 777-3,기기용 자동 측정 및 제어장치 제조업
3608,주식회사라움테크,,경기도 화성시 효행구 정남면 망월리 323-6,산업용 송풍기 및 배기장치 제조업
3609,유앤아이,031-375-3939,경기도 화성시 만세구 향남읍 관리 225-8,기타 반도체 소자 제조업
3610,엔티테크,031-375-4646,경기도 화성시 효행구 정남면 덕절리 102-5,구름베어링 제조업
3611,에스앤피,031-354-9236,경기도 화성시 효행구 정남면 문학리 321-12,"플라스틱 포대, 봉투 및 유사제품 제조업"
3612,주식회사 벤드라인*,031-682-6580,경기도 화성시 만세구 장안면 수촌리 1424-17,그 외 기타 1차 철강 제조업
3613,주식회사 쎄미지테크,031-223-2893,경기도 화성시 만세구 우정읍 주곡리 500-50,기타 반도체 소자 제조업
3614,엠.제이.테크(주)1공장,031-278-3837,경기도 화성시 효행구 봉담읍 분천리 239-14,기타 가공 공작기계 제조업
3615,성원산업,,경기도 화성시 효행구 정남면 괘랑리 530-11,놀이터용 장비 제조업
3616,아트윈티에스,,경기도 화성시 만세구 장안면 석포리 763-50,플라스틱 창호 제조업
3617,진성인더스트리,031-355-3135,경기도 화성시 만세구 송산면 육일리 391,그 외 기타 분류 안된 금속 가공제품 제조업
3618,티엔케이,,경기도 화성시 만세구 향남읍 관리 242-4,주형 및 금형 제조업
3619,일신기전,,경기도 화성시 병점구 안녕동 186-8,산업 처리공정 제어장비 제조업
3620,주식회사 투엠테크,031-291-2978,경기도 화성시 효행구 봉담읍 덕우리 225,"전자코일, 변성기 및 기타 전자 유도자 제조업"
3621,주식회사 신성,031-355-7114,경기도 화성시 만세구 마도면 청원리 1441,그 외 기타 특수 목적용 기계 제조업
3622,오산연마,,경기도 화성시 효행구 정남면 음양리 5-5,절삭 가공 및 유사 처리업
3623,대풍미곡농산,,경기도 화성시 효행구 봉담읍 동화리 12,곡물 도정업
3624,(주)선진파워플랜트*,031-352-5797,경기도 화성시 효행구 정남면 백리 22,구조용 금속 판제품 및 공작물 제조업
3625,한국G&C,,경기도 화성시 병점구 안녕동 180-394,"1차 유리제품, 유리섬유 및 광학용 유리 제조업"
3626,테스,,경기도 화성시 만세구 향남읍 백토리 320-8,산업용 로봇 제조업
3627,정민산업,031-356-5236,경기도 화성시 효행구 비봉면 양노리 732-4,금속 가구 제조업
3628,황가정공,031-355-2572,경기도 화성시 만세구 향남읍 구문천리 932-14,자동차용 금속 압형제품 제조업
3629,(주)태성이앤아이,031-296-6972,경기도 화성시 만세구 우정읍 주곡리 387-43,운송장비 조립용 플라스틱제품 제조업
3630,미르마리시스템,,경기도 화성시 동탄구 영천동 844-1,그 외 기타 전자 부품 제조업
3631,마지아테크,031-319-8965,경기도 화성시 만세구 마도면 쌍송리 67-9,피복 및 충전 용접봉 제조업
3632,(주)신일정공,031-295-2201,경기도 화성시 만세구 팔탄면 율암리 65-5,차체 및 특장차 제조업
3633,주식회사 에스지비젼,,경기도 화성시 동탄구 동탄영천로 150,방송장비 제조업
3634,대성하이테크,,경기도 화성시 만세구 향남읍 관리 241-3,주형 및 금형 제조업
3635,사옹방,031-227-7954,경기도 화성시 효행구 봉담읍 동화리 423-7,떡류 제조업
3636,광진이엔씨,,경기도 화성시 만세구 팔탄면 덕우리 198-1,그 외 기타 전자 부품 제조업
3637,대원포장산업,031-358-6659,경기도 화성시 만세구 우정읍 주곡리 387-7,"플라스틱 포대, 봉투 및 유사제품 제조업"
3638,에이스기계,,경기도 화성시 만세구 남양읍 신남리 1391-30,건설·광업용 기계 및 장비 수리업
3639,에스엠수지,,경기도 화성시 만세구 장안면 독정리 795-5,합성수지 및 기타 플라스틱 물질 제조업
3640,대동산업,,경기도 화성시 만세구 팔탄면 창곡리 405,연마재 제조업
3641,(주)태원테크놀로지,031-8059-3473,경기도 화성시 효행구 정남면 문학리 721,포장용 플라스틱 성형용기 제조업
3642,에스제이정밀,,경기도 화성시 만세구 팔탄면 율암리 536,반도체 제조용 기계 제조업
3643,주식회사 태화시스템,,경기도 화성시 병점구 안녕동 188-268,배전반 및 전기 자동제어반 제조업
3644,엠에스중기,,경기도 화성시 효행구 봉담읍 당하리 147-3,건설·광업용 기계 및 장비 수리업
3645,아성와이어,031-354-1535,경기도 화성시 만세구 팔탄면 율암리 398-87,금속선 가공제품 제조업
3646,지오넬,031-657-0743,경기도 화성시 만세구 우정읍 화수리 676-4,플라스틱 창호 제조업
3647,（주）대성전선,031-358-9600,경기도 화성시 만세구 장안면 석포리 551-7,기타 절연선 및 케이블 제조업
3648,뉴코리코,031-354-6835,경기도 화성시 만세구 팔탄면 가재리 526-2,산업용 로봇 제조업
3649,현다패키지,,경기도 화성시 만세구 향남읍 수직리 172-4,포장용 플라스틱 성형용기 제조업
3650,명성엔지니어링,031-227-5338,경기도 화성시 효행구 봉담읍 당하리 237-14,절삭 가공 및 유사 처리업
3651,(주)잎성,031-351-8240,경기도 화성시 만세구 장안면 독정리 473-9,식품 위생용 종이 상자 및 용기 제조업
3652,엠씨파워코리아,031-8049-3900,경기도 화성시 효행구 봉담읍 분천리 239-11,배전반 및 전기 자동제어반 제조업
3653,엠제이보드MJBOARDCo.Ltd.,,경기도 화성시 만세구 양감면 요당리 215-35,혼성 및 재생 플라스틱 소재 물질 제조업
3654,재현테크,031-8059-5181,경기도 화성시 효행구 정남면 신리 139-2,절삭 가공 및 유사 처리업
3655,진영산업,,경기도 화성시 만세구 향남읍 증거리 166-5,포장용 플라스틱 성형용기 제조업
3656,주식회사에이원씨엔에스,031-366-4221,경기도 화성시 효행구 정남면 내리 28,폴리스티렌 발포 성형제품 제조업
3657,(주)펨빅스,031-526-0003,경기도 화성시 효행구 정남면 음양리 887,도장 및 기타 피막 처리업
3658,세원정밀,031-352-6982,경기도 화성시 만세구 팔탄면 율암리 127-19,주형 및 금형 제조업
3659,(주)가라타,031-357-1290,경기도 화성시 만세구 마도면 청원리 685-8,기타 일반 기계 및 장비 수리업
3660,인정방앗간,031-352-5934,경기도 화성시 만세구 향남읍 수직리 122-11,떡류 제조업
3661,신흥엔지니어링,,경기도 화성시 만세구 송산면 쌍정리 1098-7,자동차 차체용 신품 부품 제조업
3662,현대석재 미술공업사,031-295-9960,경기도 화성시 효행구 비봉면 남전리 9,기타 석제품 제조업
3663,캐몰,,경기도 화성시 만세구 마도면 송정리 340-4,그 외 기타 분류 안된 금속 가공제품 제조업
3664,한샘플랜트,,경기도 화성시 만세구 장안면 금의리 787,기타 가공 공작기계 제조업
3665,한스오토메이션,,경기도 화성시 만세구 향남읍 하길리 1407-1,산업 처리공정 제어장비 제조업
3666,엠제이하이텍,,경기도 화성시 효행구 정남면 백리 80,"알루미늄 압연, 압출 및 연신제품 제조업"
3667,자비스(JAVIS),031-358-9646,경기도 화성시 만세구 장안면 독정리 737-28,주형 및 금형 제조업
3668,준팩JunPack,,경기도 화성시 만세구 팔탄면 창곡리 2-3,주형 및 금형 제조업
3669,(주)지엔씨케미칼,031-351-8140,경기도 화성시 만세구 장안면 석포리 761-40,합성수지 및 기타 플라스틱 물질 제조업
3670,현성팩,,경기도 화성시 만세구 장안면 수촌리 152-3,"플라스틱 포대, 봉투 및 유사제품 제조업"
3671,화성시스템,031-226-7052,경기도 화성시 병점구 안녕동 188-227,구조용 금속 판제품 및 공작물 제조업
3672,명숭전자,031-898-6986,경기도 화성시 효행구 봉담읍 동화리 139-1,전자 저항기 및 전자카드 제조업
3673,(주)세인 블루텍(공장),054-715-7155,경기도 화성시 효행구 정남면 문학리 501-32,기타 일반 기계 및 장비 수리업
3674,(주)다인앤지아이,031-351-7949,경기도 화성시 만세구 남양읍 신남리 68,주형 및 금형 제조업
3675,주연화학,031-227-6275,경기도 화성시 효행구 봉담읍 당하리 10-5,포장용 플라스틱 성형용기 제조업
3676,세형실업(주),031-366-9352,경기도 화성시 만세구 남양읍 북양리 527-7,포장용 플라스틱 성형용기 제조업
3677,크라프트(주),031-354-6274,경기도 화성시 만세구 팔탄면 율암리 132-2,전시용 모형 제조업
3678,위두시스,,경기도 화성시 만세구 향남읍 우등길 42,배전반 및 전기 자동제어반 제조업
3679,한림 우레탄,031-355-2863,경기도 화성시 만세구 송산면 쌍정리 1097,합성수지 및 기타 플라스틱 물질 제조업
3680,더팩ThepackcoLtd,031-656-7274,경기도 화성시 만세구 장안면 석포리 665-46,플라스틱 필름 제조업
3681,(주)코암테크 화성공장,,경기도 화성시 만세구 향남읍 요리 57,배전반 및 전기 자동제어반 제조업
3682,정남프라텍,031-353-9043,경기도 화성시 효행구 정남면 계향리 458-6,운송장비 조립용 플라스틱제품 제조업
3683,다복,,경기도 화성시 만세구 남양읍 온석리 21-1,기타 가공 공작기계 제조업
3684,에이치더블유테크,,경기도 화성시 병점구 기산동 440-11,절삭 가공 및 유사 처리업
3685,해름(HELM),031-353-4803,경기도 화성시 효행구 정남면 용수리 22,절삭 가공 및 유사 처리업
3686,(주)제이투플러스,031-366-1510,경기도 화성시 효행구 정남면 보통리 754-7,기기용 자동 측정 및 제어장치 제조업
3687,일오삼펀치부품(주),031-355-3474,경기도 화성시 만세구 마도면 해문리 293-2,주형 및 금형 제조업
3688,주식회사디엠테크,031-8050-0170,경기도 화성시 동탄구 영천동 851,그 외 기타 일반 목적용 기계 제조업
3689,제이에이치JH,031-221-7314,경기도 화성시 효행구 정남면 보통리 244-3,플라스틱 접착처리 제품 제조업
3690,화인스틸,031-319-1190,경기도 화성시 만세구 서신면 전곡리 1163-1,"도금, 착색 및 기타 표면 처리 강재 제조업"
3691,성은E.N.G,,경기도 화성시 만세구 마도면 석교리 575,기타 반도체 소자 제조업
3692,주식회사 메탈스토리,031-356-7461,경기도 화성시 효행구 비봉면 삼화리 1053-2,그 외 기타 분류 안된 금속 가공제품 제조업
3693,봉담다인씽크,031-227-1138,경기도 화성시 효행구 봉담읍 동화리 244-2,주방용 및 음식점용 목재 가구 제조업
3694,주식회사 한주건영*,031-357-8040,경기도 화성시 만세구 서신면 전곡리 630-166,육상 금속 골조 구조재 제조업
3695,주식회사한성그린팩,031-377-1567,경기도 화성시 만세구 양감면 송산리 238-10,포장용 플라스틱 성형용기 제조업
3696,(주)대양기술,031-366-5700,경기도 화성시 만세구 향남읍 구문천리 926-4,기타 가공 공작기계 제조업
3697,(주)동원알루텍,,경기도 화성시 만세구 송산면 마산리 735-4,"알루미늄 압연, 압출 및 연신제품 제조업"
3698,제이투테크,031-354-1025,경기도 화성시 만세구 팔탄면 덕우리 257-1,"금속 문, 창, 셔터 및 관련제품 제조업"
3699,더블유비티,,경기도 화성시 효행구 봉담읍 덕우리 206-4,기어 및 동력전달장치 제조업
3700,태영정밀,,경기도 화성시 효행구 봉담읍 유리 93,주형 및 금형 제조업
3701,주식회사 에코써버,,경기도 화성시 만세구 장안면 어은리 529-26,금속 캔 및 기타 포장용기 제조업
3702,오너메탈 주식회사,031-358-5675,경기도 화성시 만세구 우정읍 주곡리 666-7,"도금, 착색 및 기타 표면 처리 강재 제조업"
3703,(주)이멘스,,경기도 화성시 동탄구 영천동 832-1,기체 여과기 제조업
3704,(주) 준 엔지니어링,031-404-5001,경기도 화성시 만세구 남양읍 안석리 436,승강기 제조업
3705,다온테크,031-366-7432,경기도 화성시 만세구 팔탄면 하저리 334-5,주형 및 금형 제조업
3706,수인테크,,경기도 화성시 만세구 향남읍 갈천리 129-25,주형 및 금형 제조업
3707,수티우,,경기도 화성시 만세구 새솔동 19,표면 광택제 및 실내 가향제 제조업
