순번,단지명,회사명,공장대표주소(지번 및 도로명주소),업종번호,업종명,전화번호
487,화성발안일반산업단지,(주)뉴파워프라즈마,경기도 화성시 만세구 향남읍 발안공단로3길 74,"26429, 28119",기타 전기 변환장치 제조업 외 1 종,031-612-7600
488,화성발안일반산업단지,(주)다원산업,경기도 화성시 만세구 향남읍 발안공단로 92-95,"32021, 32029",주방용 및 음식점용 목재가구 제조업 외 1 종,031-8059-6714
489,화성발안일반산업단지,(주)대성시스템,경기도 화성시 만세구 향남읍 발안공단로3길 60 (만세구 향남읍),26429,기타 무선 통신장비 제조업,031-353-0400
490,화성발안일반산업단지,(주)대성컨버전스 ,경기도 화성시 만세구 향남읍 발안공단로3길 74,28119,기타 전기 변환장치 제조업,031-8055-7770
491,화성발안일반산업단지,(주)대아씨앤아이,"경기도 화성시 만세구 마도면 마도공단로6길 24-9, 마도지방산업단지 13-7 블럭","25924, 25995, 25999",그 외 기타 분류 안된 금속 가공 제품 제조업 외 2 종,031-355-8497
492,화성발안일반산업단지,(주)대일씨에프티,"경기도 화성시 만세구 향남읍 발안공단로3길 27, 발안지방산업단지 23블럭 5롯트 외 1필지","25912, 25941, 25942, 25999, 26295, 26299",그 외 기타 전자부품 제조업 외 5 종,031-366-5900
493,화성발안일반산업단지,(주)대진조명,"경기도 화성시 만세구 향남읍 발안공단로 59, 발안산업단지 33블럭 1롯트","28422, 70121",전기ㆍ전자공학 연구개발업 외 1 종,031-376-4077
494,화성발안일반산업단지,(주)대한테크,"경기도 화성시 만세구 향남읍 발안공단로4길 110, 1동201호",25922,도금업,
495,화성발안일반산업단지,(주)대호호이스트크레인,"경기도 화성시 만세구 향남읍 발안공단로2길 27, 발안지방산업단지 32-14","29169, 70129, 70130",기타 공학 연구개발업 외 2 종,031-8059-1294
496,화성발안일반산업단지,(주)대흥,경기도 화성시 만세구 향남읍 발안공단로3길 71,"26295, 26299",그 외 기타 전자부품 제조업 외 1 종,031-457-0111
497,화성발안일반산업단지,(주)덕우산업,경기도 화성시 만세구 향남읍 발안공단로4길 119 (덕우산업),"25113, 25114, 29172, 29174, 29176",육상 금속 골조 구조재 제조업 외 4 종,031-366-2571
498,화성발안일반산업단지,(주)도어텍,"경기도 화성시 만세구 향남읍 발안공단로5길 71, 발안지방산업단지 11블럭 6롯트","28123, 30201, 30203, 30320, 30400",배전반 및 전기 자동제어반 제조업 외 4 종,031-354-3280
499,화성발안일반산업단지,(주)도어텍,경기도 화성시 만세구 향남읍 발안공단로3길 13,25929,그 외 기타 금속가공업,
500,화성발안일반산업단지,(주)두민,"경기도 화성시 만세구 향남읍 발안공단로2길 68, 24-2블록","29261, 29299, 70121, 70129, 70130",전기ㆍ전자공학 연구개발업 외 4 종,031-352-0393
501,화성발안일반산업단지,(주)두산퓨얼셀파워,"경기도 화성시 만세구 향남읍 제약단지로 75, (하길리 1405-9)","28111, 70129, 70130",전동기 및 발전기 제조업 외 2 종,031-781-0475
502,화성발안일반산업단지,(주)두손에이에스,"경기도 화성시 만세구 향남읍 발안공단로 243, 발안지방산업단지4-2블럭",29210,농업 및 임업용 기계 제조업,031-499-9911
503,화성발안일반산업단지,(주)두테크,"경기도 화성시 만세구 향남읍 발안공단로3길 21, 발안지방산업단지 23-4",26410,유선 통신장비 제조업,031-352-9336
504,화성발안일반산업단지,(주)두현이앤씨 ,경기도 화성시 만세구 향남읍 발안공단로 289,"25112, 25119, 25999",구조용 금속 판제품 및 공작물 제조업 외 2 종,031-8016-1579
505,화성발안일반산업단지,(주)디에스피엠,경기도 화성시 만세구 향남읍 발안공단로1길 58,"29176, 70129, 70130",기타 공학 연구개발업 외 2 종,031-683-9487
506,화성발안일반산업단지,(주)디엠에스티 ,경기도 화성시 만세구 향남읍 발안공단로2길 63,"29199, 29299, 70129",기타 공학 연구개발업 외 2 종,
507,화성발안일반산업단지,(주)디와이엘씨디,경기도 화성시 만세구 향남읍 발안공단로 56 외 1필지,"29261, 29299, 70129, 70130",기타 공학 연구개발업 외 3 종,031-8059-1366
508,화성발안일반산업단지,(주)디제이엠텍,경기도 화성시 만세구 향남읍 발안공단로4길 65,"29271, 29293",인쇄 및 제책용 기계 제조업 외 1 종,
509,화성발안일반산업단지,(주)디투엔지니어링,경기도 화성시 만세구 향남읍 발안공단로3길 52 (만세구 향남읍),28123,배전반 및 전기 자동제어반 제조업,02-332-3329
510,화성발안일반산업단지,(주)매니머치에코테크,"경기도 화성시 만세구 향남읍 발안공단로4길 16, 발안지방산업단지 13B","31991, 33999",그 외 기타 달리 분류되지 않은 제품 제조업 외 1 종,031-353-2135
511,화성발안일반산업단지,(주)명성이앤에이 ,"경기도 화성시 만세구 향남읍 발안공단로4길 114, E동 1층",25922,도금업,
512,화성발안일반산업단지,(주)명우,경기도 화성시 만세구 향남읍 발안공단로4길 97-16,"25113, 25114",육상 금속 골조 구조재 제조업 외 1 종,031-352-9272
513,화성발안일반산업단지,(주)모스펙,"경기도 화성시 만세구 향남읍 발안공단로 190, 발안지방산업단지 1블럭 1롯트",29169,기타 물품 취급장비 제조업,031-353-0704
514,화성발안일반산업단지,(주)모아 플레이팅,"경기도 화성시 만세구 향남읍 발안공단로4길 110, 104,204,304호","25922, 25923",도장 및 기타 피막처리업 외 1 종,
515,화성발안일반산업단지,(주)무아정밀,경기도 화성시 만세구 향남읍 발안공단로 191,25929,그 외 기타 금속가공업,031-431-5695
516,화성발안일반산업단지,(주)바로나스틸,"경기도 화성시 만세구 향남읍 발안공단로 191, B동 (만세구 향남읍)","25113, 25114",육상 금속 골조 구조재 제조업 외 1 종,031-0358-1484
517,화성발안일반산업단지,(주)바로나스틸,경기도 화성시 만세구 향남읍 발안공단로4길 17,25929,그 외 기타 금속가공업,031-358-1485
518,화성발안일반산업단지,(주)백상에스티,경기도 화성시 만세구 향남읍 발안공단로 92-18,32091,금속 가구 제조업,031-366-2512
519,화성발안일반산업단지,(주)백스코,경기도 화성시 만세구 향남읍 발안공단로3길 33,33920,사무 및 회화용품 제조업,031-354-3887
520,화성발안일반산업단지,(주)백웅,"경기도 화성시 만세구 향남읍 발안공단로1길 51, 발안지방산업단지 36블럭 15롯트","29171, 70129, 70130",기타 공학 연구개발업 외 2 종,031-8059-1240
521,화성발안일반산업단지,(주)베스틴,"경기도 화성시 만세구 향남읍 발안공단로3길 114, 발안지방산업단지 12B-16L",29180,사무용 기계 및 장비 제조업,031-831-8507
522,화성발안일반산업단지,(주)보광씨티,"경기도 화성시 만세구 향남읍 발안공단로4길 74, 발안지방산업단지 6-9블럭","25929, 29133",그 외 기타 금속가공업 외 1 종,031-352-9070
523,화성발안일반산업단지,(주)부성엘티에스,"경기도 화성시 만세구 향남읍 발안공단로1길 39, 발안지방산업단지 36-12 블럭","25122, 25123, 28422, 29176, 29199, 29261, 29299, 70129, 70130",그 외 기타 일반목적용 기계 제조업 외 8 종,031-366-3566
524,화성발안일반산업단지,(주)부일테크 발안지점,"경기도 화성시 만세구 향남읍 발안공단로4길 110, 발안일반산업단지 2-7",25922,도금업,031-353-8097
525,화성발안일반산업단지,(주)비에이레이저 ,경기도 화성시 만세구 향남읍 발안공단로4길 86,25929,그 외 기타 금속가공업,031-352-2816
526,화성발안일반산업단지,(주)비엔엠,"경기도 화성시 만세구 향남읍 발안공단로3길 71, 발안일반산업단지 11-8블럭 (만세구 향남읍)","26295, 26299, 30391, 30392, 30399, 30400",그 외 기타 전자부품 제조업 외 5 종,031-376-8517
527,화성발안일반산업단지,(주)비즈니스보루네오,"경기도 화성시 만세구 향남읍 발안공단로 92-95, (구문천리923-1)","32019, 32021, 32029, 32091, 32099",소파 및 기타 내장가구 제조업 외 4 종,031-8059-3434
528,화성발안일반산업단지,(주)삼이송메탈,경기도 화성시 만세구 향남읍 발안공단로1길 29,"25929, 70129, 70130",그 외 기타 금속가공업 외 2 종,031-366-5620
529,화성발안일반산업단지,(주)상원이엔지 ,경기도 화성시 만세구 향남읍 발안공단로1길 48,"25122, 29299, 70129",기타 공학 연구개발업 외 2 종,031-366-5410
530,화성발안일반산업단지,(주)선우피엔이,경기도 화성시 만세구 향남읍 발안지방산업단지 20블럭 1롯트,29174,기체 여과기 제조업,031-356-6791
531,화성발안일반산업단지,(주)선일파워트레인,"경기도 화성시 만세구 향남읍 발안공단로 195, 발안지방산업단지 2B-2L 외 1필지",25924,절삭가공 및 유사처리업,031-366-0841
532,화성발안일반산업단지,(주)성우실업,"경기도 화성시 만세구 향남읍 발안공단로4길 110, 2동 103호 발안일반산업단지 2-7",25922,도금업,031-353-5249
533,화성발안일반산업단지,(주)성원엔지니어링,경기도 화성시 만세구 향남읍 발안공단로4길 110,"25112, 25922",도금업 외 1 종,031-366-6331
534,화성발안일반산업단지,(주)성한정공,"경기도 화성시 만세구 향남읍 발안공단로 187, 발안지방산업단지 2B-2L","25113, 25114, 29294",육상 금속 골조 구조재 제조업 외 2 종,031-499-8463
535,화성발안일반산업단지,(주)성화인더스트리,경기도 화성시 만세구 향남읍 발안공단로 203,29292,"고무, 화학섬유 및 플라스틱 성형기 제조업",
536,화성발안일반산업단지,(주)세계테크원 ,경기도 화성시 만세구 향남읍 발안공단로 167,28123,배전반 및 전기 자동제어반 제조업,031-432-8972
537,화성발안일반산업단지,(주)세광산업조명,"경기도 화성시 만세구 향남읍 발안공단로 191, F동 (만세구 향남읍)","25113, 25114",육상 금속 골조 구조재 제조업 외 1 종,031-494-7752
538,화성발안일반산업단지,(주)세영,"경기도 화성시 만세구 향남읍 발안공단로4길 87, 5B-2L","25913, 25914",자동차용 금속 압형제품 제조업 외 1 종,031-433-6720
539,화성발안일반산업단지,(주)세영테크,"경기도 화성시 만세구 향남읍 발안공단로 289, 발안일반산업단지4-15","25913, 25914",자동차용 금속 압형제품 제조업 외 1 종,031-354-5921
540,화성발안일반산업단지,(주)솔로몬몰드,"경기도 화성시 만세구 향남읍 발안공단로 170-1, (구문천리922-9)",29294,주형 및 금형 제조업,031-359-8708
541,화성발안일반산업단지,(주)수일금속,"경기도 화성시 만세구 향남읍 발안공단로4길 110, 3동 102호",25922,도금업,031-352-9494
542,화성발안일반산업단지,(주)수자원미터텍,경기도 화성시 만세구 향남읍 발안공단로 140,"27214, 28123, 29133, 33309",기타 운동 및 경기용구 제조업 외 3 종,
543,화성발안일반산업단지,(주)시엠에프랩,"경기도 화성시 만세구 향남읍 발안공단로4길 110, 공장2동 203호 (만세구 향남읍)",25922,도금업,070-4179-7400
544,화성발안일반산업단지,(주)시지바이오 ,경기도 화성시 만세구 향남읍 제약단지로 29,"21300, 27192",의료용품 및 기타 의약 관련제품 제조업 외 1 종,031-732-0840
545,화성발안일반산업단지,(주)신광산업,경기도 화성시 만세구 향남읍 발안공단로 178-20,"30391, 30392, 30399, 30400, 32099",그 외 기타 가구 제조업 외 4 종,031-351-6400
546,화성발안일반산업단지,(주)신라테크윈,경기도 화성시 만세구 향남읍 발안공단로5길 7-26,26511,텔레비전 제조업,031-409-3772
547,화성발안일반산업단지,(주)신성피씨 ,경기도 화성시 만세구 향남읍 발안공단로 289,25999,그 외 기타 분류 안된 금속 가공 제품 제조업,031-354-3424
548,화성발안일반산업단지,(주)신세기컨테이너,경기도 화성시 만세구 향남읍 발안공단로 184,"25111, 29169","금속 문, 창, 셔터 및 관련제품 제조업 외 1 종",
549,화성발안일반산업단지,(주)신아금속 ,경기도 화성시 만세구 향남읍 발안공단로 221,25922,도금업,031-353-9852
550,화성발안일반산업단지,(주)신일승강기 ,경기도 화성시 만세구 향남읍 발안공단로 167,"29142, 29162",승강기 제조업 외 1 종,031-8059-6022
551,화성발안일반산업단지,(주)싸이노스,경기도 화성시 만세구 향남읍 발안공단로 209,29271,반도체 제조용 기계 제조업,031-366-3390
552,화성발안일반산업단지,(주)싸이노스,경기도 화성시 만세구 향남읍 발안공단로4길 98-17,29271,반도체 제조용 기계 제조업,031-366-3390
